,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,FlowTerminationReason,FlowType,HostType,Predicted Probability,Predicted Type
17515,147.32.84.160-212.117.171.138-1285-65500-6,147.32.84.160,1285,212.117.171.138,65500,TCP,15/08/2011 09:02:27 PM,54064592,43,27,1822.0,1663.0,422.0,0.0,42.37209302325584,95.861513021902,1414.0,0.0,61.59259259259258,270.5961025444577,64.45993340706242,1.2947475863685425,783544.811594203,4135845.3833498815,29976555.0,5.0,54064592.0,1287252.1904761903,5277926.547002988,29999246.0,5.0,24065093.0,925580.5,3383608.032127768,17269909.0,7390.0,0,0,0,0,876,548,0.7953449459121046,0.4994026404564378,0.0,1414.0,49.08450704225351,181.1986082001793,32832.935613682086,1,3,0,42,68,0,0,0,0.0,49.785714285714285,42.372093023255815,61.5925925925926,0,0,0,3329,35,1272,0,26,0,23,64240,7504,28,20,3408890.0,4788942.900982638,6795184.0,22596.0,TCP_FIN,Virut,INFECTED,0.97215974,MALICIOUS
17519,147.32.84.160-212.117.171.138-1299-65500-6,147.32.84.160,1299,212.117.171.138,65500,TCP,15/08/2011 09:02:47 PM,41110187,41,25,1794.0,1214.0,422.0,0.0,43.75609756097563,98.01371855199784,1029.0,0.0,48.56,204.53322468489077,73.16921229280713,1.6054414931267522,632464.4153846155,3781745.140150476,29976824.0,4.0,41110187.0,1027754.675,4806396.615725396,29999577.0,4.0,11110142.0,462922.58333333314,1330766.5957144997,6550418.0,5362.0,0,0,0,0,836,508,0.9973197154272248,0.6081217776995274,0.0,1029.0,44.89552238805971,145.158443665968,21070.973767526008,1,3,0,39,64,0,0,0,0.0,45.57575757575758,43.75609756097561,48.56,0,0,0,1440,18,921,0,27,0,18,64240,7504,26,20,2402965.5,140642.8316712231,2502415.0,2303516.0,TCP_FIN,Virut,INFECTED,0.9677892,MALICIOUS
17527,147.32.84.160-212.117.171.138-1304-65500-6,147.32.84.160,1304,212.117.171.138,65500,TCP,15/08/2011 09:02:50 PM,67007538,44,30,1852.0,1273.0,422.0,0.0,42.09090909090909,95.93307215990772,993.0,0.0,42.43333333333333,180.04054779569717,46.63654408553259,1.1043533639454115,917911.4794520554,6593732.43204577,56228219.0,7.0,66910544.0,1556059.1627906985,8594916.60000345,56358547.0,7.0,66985166.0,2309833.310344827,10419983.278204726,56228432.0,675.0,0,0,0,0,896,608,0.6566425407242988,0.4477108232211128,0.0,993.0,41.66666666666666,134.44182237534423,18074.60360360361,1,3,0,43,72,0,0,0,0.0,42.229729729729726,42.09090909090909,42.43333333333333,0,0,0,2891,36,1252,0,25,0,17,64240,7504,28,20,677332.0,925952.0873230968,1332079.0,22585.0,TCP_FIN,Virut,INFECTED,0.95500964,MALICIOUS
17559,147.32.84.160-212.117.171.138-1413-65500-6,147.32.84.160,1413,212.117.171.138,65500,TCP,15/08/2011 09:05:37 PM,66859973,55,29,1850.0,1419.0,422.0,0.0,33.63636363636365,86.20848193131785,1148.0,0.0,48.93103448275862,211.77041662991056,48.89322943639239,1.25635707331201,805541.843373494,4462069.945265225,29977341.0,6.0,66859973.0,1238147.648148148,5521008.888814015,29999582.0,6.0,36859460.0,1316409.2857142857,5243569.714987454,27329529.0,15933.0,0,0,0,0,1116,588,0.8226147503828637,0.4337423229291463,0.0,1148.0,38.45882352941177,140.70270523520222,19797.2512605042,1,3,0,45,82,0,0,0,0.0,38.91666666666666,33.63636363636363,48.93103448275862,0,0,0,1570,21,1056,0,22,0,16,64240,7504,30,20,1059465.6666666665,1412041.4963737195,2667663.0,22693.0,TCP_FIN,Virut,INFECTED,0.97392154,MALICIOUS
17564,147.32.84.160-212.117.171.138-1439-65500-6,147.32.84.160,1439,212.117.171.138,65500,TCP,15/08/2011 09:06:10 PM,109358037,15,5,24.0,32.0,10.0,0.0,1.6,3.480558247506528,27.0,0.0,6.4,11.631852818876276,0.5120794185433303,0.1828855066226179,5755686.157894736,19330965.11220791,82011852.0,6.0,109358037.0,7811288.357142858,22415032.196656924,82195117.0,6.0,84143168.0,21035792.0,40659709.29450247,82012114.0,21436.0,0,0,0,0,316,108,0.1371641299669634,0.0457213766556544,0.0,27.0,2.6666666666666665,6.342975116877989,40.23333333333333,1,3,0,7,18,0,0,0,0.0,2.8,1.6,6.4,0,0,0,0,0,0,0,1,0,1,64240,5840,4,20,1154511.5,1600730.6535805766,2286399.0,22624.0,TCP_FIN,Virut,INFECTED,0.9934175,MALICIOUS
17567,147.32.84.160-212.117.171.138-1492-65500-6,147.32.84.160,1492,212.117.171.138,65500,TCP,15/08/2011 09:07:37 PM,45866381,15,5,24.0,33.0,10.0,0.0,1.6,3.480558247506528,28.0,0.0,6.6,12.074767078498864,1.24274029817177,0.4360492274286912,2414020.052631579,7058436.280381996,23334088.0,7.0,45866381.0,3276170.071428571,8160382.42411648,23334088.0,7.0,22354838.0,5588709.5,10618552.107137974,21512418.0,21315.0,0,0,0,0,316,108,0.3270369205715184,0.1090123068571728,0.0,28.0,2.714285714285714,6.535616704970213,42.71428571428571,1,3,0,7,18,0,0,0,0.0,2.85,1.6,6.6,0,0,0,37,5,43,0,1,0,1,64240,5840,4,20,509946.5,689040.9100340124,997172.0,22721.0,TCP_FIN,Virut,INFECTED,0.9950511,MALICIOUS
17584,147.32.84.160-212.117.171.138-1508-65500-6,147.32.84.160,1508,212.117.171.138,65500,TCP,15/08/2011 09:07:59 PM,114230253,49,25,882.0,814.0,147.0,0.0,18.0,33.86431258222536,589.0,0.0,32.559999999999995,116.63978737977877,14.84720514450756,0.6478143754089383,1564797.9863013704,12129681.808562305,103640205.0,6.0,114230253.0,2379796.937500001,14973596.77277042,103820107.0,6.0,113857555.0,4744064.791666665,21095178.63510564,103640472.0,16699.0,0,0,0,0,996,508,0.4289581675005132,0.218856207908425,0.0,589.0,22.613333333333333,72.18499007960583,5210.672792792791,1,3,0,37,72,0,0,0,0.0,22.91891891891892,18.0,32.56,0,0,0,1661,32,608,0,11,0,11,64240,5840,24,20,1403428.0,1952774.371196017,2784248.0,22608.0,TCP_FIN,Virut,INFECTED,0.97765404,MALICIOUS
17587,147.32.84.160-212.117.171.138-1577-65500-6,147.32.84.160,1577,212.117.171.138,65500,TCP,15/08/2011 09:09:46 PM,30718028,256,98,315530.0,1402.0,1460.0,0.0,1232.5390625,452.75667883847177,933.0,0.0,14.30612244897959,100.17813084837184,10317.459180647924,11.524177268150156,87019.90934844181,824657.7801765007,11516866.0,5.0,30526429.0,119711.48627450965,978156.1961331394,11516866.0,5.0,30695699.0,316450.50515463925,1573279.7043013435,11717004.0,164.0,0,0,0,0,5136,2088,8.333868306910848,3.1903089612393085,0.0,1460.0,892.7661971830986,670.6571648409097,449781.0327524471,1,3,0,52,352,0,0,0,0.0,895.2881355932203,1232.5390625,14.306122448979592,0,0,0,316914,241,104823,0,891,0,3,64240,65535,240,20,120599.0,169921.15622252575,316807.0,22373.0,TCP_FIN,Virut,INFECTED,0.92755026,MALICIOUS
17610,147.32.84.160-212.117.171.138-1648-65500-6,147.32.84.160,1648,212.117.171.138,65500,TCP,15/08/2011 09:11:57 PM,89429115,15,5,24.0,28.0,10.0,0.0,1.6,3.480558247506528,23.0,0.0,5.6,9.864076236526156,0.5814661142514941,0.2236408131736515,4706795.526315789,15999691.713586664,67691598.0,6.0,89429115.0,6387793.928571427,18568491.66977128,67874342.0,6.0,68120111.0,17030027.75,33774665.27554904,67691863.0,21733.0,0,0,0,0,316,108,0.1677306098802386,0.0559102032934128,0.0,23.0,2.476190476190476,5.591234636634807,31.26190476190476,1,3,0,7,18,0,0,0,0.0,2.6,1.6,5.6,0,0,0,32,5,74,0,1,0,1,64240,5840,4,20,303315.5,396625.38595568994,583772.0,22859.0,TCP_FIN,Virut,INFECTED,0.9953874,MALICIOUS
17617,147.32.84.160-64.12.168.40-1696-587-6,147.32.84.160,1696,64.12.168.40,587,TCP,15/08/2011 09:13:36 PM,37844466,34,19,3178.0,913.0,1024.0,0.0,93.4705882352941,246.6989620906687,422.0,0.0,48.05263157894737,102.14340337878492,108.10034946721142,1.4004689615649486,727778.1923076923,4174356.265393241,29832629.0,1.0,8011631.0,242776.69696969696,926135.8043067472,5374074.0,1.0,37726395.0,2095910.8333333335,7059913.244916209,29999361.0,206.0,0,0,0,0,696,388,0.89841405081525,0.5020549107496985,0.0,1024.0,75.75925925925925,204.9934131647902,42022.29944095038,1,3,0,39,51,0,0,0,0.0,77.18867924528301,93.47058823529412,48.05263157894737,0,0,0,3989,37,1667,0,59,0,17,64240,9216,26,20,1461048.0,1830439.2411964948,2755364.0,166732.0,TCP_FIN,Virut,INFECTED,0.97459906,MALICIOUS
17619,147.32.84.160-212.117.171.138-1684-65500-6,147.32.84.160,1684,212.117.171.138,65500,TCP,15/08/2011 09:13:05 PM,68489584,53,29,1850.0,1613.0,422.0,0.0,34.9056603773585,87.59330501087736,1335.0,0.0,55.62068965517242,246.42521522666345,50.5624329679094,1.1972623457604883,845550.4197530864,4150980.984996299,29977592.0,9.0,68489584.0,1317107.3846153847,5152218.46059918,29999964.0,9.0,38489248.0,1374616.0,4262663.945334871,21468025.0,815.0,0,0,0,0,1076,588,0.7738402966500717,0.4234220491104166,0.0,1335.0,41.72289156626504,160.37648641997032,25720.617396414927,1,3,0,45,80,0,0,0,0.0,42.23170731707317,34.905660377358494,55.62068965517241,0,0,0,3231,36,1342,0,22,0,19,64240,7504,30,20,1273132.75,2293657.049971708,4706239.0,22382.0,TCP_FIN,Virut,INFECTED,0.9778005,MALICIOUS
17625,147.32.84.160-212.117.171.138-1693-65500-6,147.32.84.160,1693,212.117.171.138,65500,TCP,15/08/2011 09:13:35 PM,57276817,49,25,922.0,870.0,147.0,0.0,18.816326530612244,33.65676843109703,607.0,0.0,34.8,120.0402710204649,31.28665477343128,1.2919712350635686,784613.9315068496,5392181.291949611,45774981.0,6.0,57276817.0,1193267.020833333,6657238.74029803,45913208.0,6.0,56977923.0,2374080.124999999,9340333.273034362,45775245.0,21324.0,0,0,0,0,996,508,0.8554944664610116,0.4364767686025569,0.0,607.0,23.89333333333333,73.98074499915928,5473.150630630631,1,3,0,40,72,0,0,0,0.0,24.216216216216218,18.816326530612244,34.8,0,0,0,1757,35,636,0,12,0,11,64240,5840,26,20,180520.0,223093.6036779181,338271.0,22769.0,TCP_FIN,Virut,INFECTED,0.99077386,MALICIOUS
17663,147.32.84.160-212.117.171.138-1820-65500-6,147.32.84.160,1820,212.117.171.138,65500,TCP,15/08/2011 09:17:43 PM,42415062,15,5,24.0,34.0,10.0,0.0,1.6,3.480558247506528,29.0,0.0,6.8,12.517987058628874,1.367438765031158,0.4715306086314338,2232371.6842105263,7018279.807849024,29242572.0,7.0,42415062.0,3029647.285714286,8112046.599062222,29242572.0,7.0,12994764.0,3248691.0,5308773.146228609,11128586.0,21995.0,0,0,0,0,316,108,0.3536479564735754,0.1178826521578584,0.0,29.0,2.761904761904762,6.729819922589027,45.29047619047618,1,3,0,7,18,0,0,0,0.0,2.9,1.6,6.8,0,0,0,0,0,0,0,1,0,1,64240,5840,4,20,1021959.0,1413264.6250727428,2021288.0,22630.0,TCP_FIN,Virut,INFECTED,0.99384284,MALICIOUS
17667,147.32.84.160-212.117.171.138-1830-65500-6,147.32.84.160,1830,212.117.171.138,65500,TCP,15/08/2011 09:18:03 PM,46755503,48,29,1824.0,1264.0,422.0,0.0,38.00000000000002,92.71140304902708,1041.0,0.0,43.58620689655172,192.1875046557731,66.04570161505909,1.6468649690283517,615203.9868421053,4098055.189774256,35292168.0,5.0,46701280.0,993644.2553191488,5216697.481595798,35428786.0,5.0,46732958.0,1669034.2142857136,6704949.401923083,35292392.0,7554.0,0,0,0,0,976,588,1.0266171235501411,0.6202478454782103,0.0,1041.0,39.58974358974358,136.76906651643694,18705.777555777557,1,3,0,40,75,0,0,0,0.0,40.103896103896105,38.0,43.58620689655172,0,0,0,3060,35,1125,0,23,0,16,64240,7504,26,20,1231262.5,1709067.8977397298,2439756.0,22769.0,TCP_FIN,Virut,INFECTED,0.98149854,MALICIOUS
17711,147.32.84.160-212.117.171.138-1957-65500-6,147.32.84.160,1957,212.117.171.138,65500,TCP,15/08/2011 09:22:46 PM,129715227,15,5,24.0,32.0,10.0,0.0,1.6,3.480558247506528,27.0,0.0,6.4,11.631852818876276,0.4317149288880325,0.1541839031742973,6827117.210526316,24212947.67957844,104049462.0,6.0,129715227.0,9265373.357142856,28091114.050093707,104154665.0,6.0,104802653.0,26200663.250000004,51899958.02579955,104049670.0,21030.0,0,0,0,0,316,108,0.115637927380723,0.0385459757935743,0.0,27.0,2.6666666666666665,6.342975116877989,40.23333333333333,1,3,0,7,18,0,0,0,0.0,2.8,1.6,6.4,0,0,0,36,5,47,0,1,0,1,64240,5840,4,20,464824.5,624817.2295259631,906637.0,23012.0,TCP_FIN,Virut,INFECTED,0.9929345,MALICIOUS
17728,147.32.84.160-147.32.80.9-1278-53-17,147.32.84.160,1278,147.32.80.9,53,UDP,15/08/2011 09:15:01 PM,548252400,28,14,1154.0,4554.0,49.0,29.0,41.21428571428572,5.750086265743502,478.0,147.0,325.2857142857143,121.62263742439536,10.411263133549438,0.0766070517885557,13372009.756097564,47053244.3395654,254342409.0,7.0,548250214.0,20305563.48148148,57104974.79481231,254361652.0,7.0,548251697.0,42173207.461538464,77897991.24916087,254370404.0,10847.0,0,0,0,0,224,112,0.0510713678590371,0.0255356839295185,29.0,478.0,133.72093023255812,150.7892451611086,22737.39645625691,0,0,0,0,0,0,0,0,0.0,136.9047619047619,41.21428571428572,325.2857142857143,0,0,0,1066,7,2336,0,27,0,108,0,0,27,8,2120875.0,4620340.20217424,10385667.0,21111.0,IDLE_TIMEOUT,Virut,INFECTED,0.912856,MALICIOUS
17735,147.32.84.160-212.117.171.138-2030-65500-6,147.32.84.160,2030,212.117.171.138,65500,TCP,15/08/2011 09:25:14 PM,70346696,89,56,2276.0,4317.0,422.0,0.0,25.57303370786516,68.42313000076162,1460.0,0.0,77.08928571428571,283.21590073400085,93.72153029049154,2.061219762190395,488518.722222222,3327262.434908913,32891695.0,6.0,70346696.0,799394.2727272727,4257223.887076484,33024776.0,6.0,70205466.0,1276463.018181818,5325789.9690627465,32891904.0,10.0,0,0,0,0,1796,1128,1.2651624747237598,0.7960572874666353,0.0,1460.0,45.15753424657533,184.1454705447679,33909.554322153985,1,3,0,84,143,0,0,0,0.0,45.46896551724138,25.573033707865168,77.08928571428571,0,0,0,3282,40,1048,0,15,0,29,64240,7504,54,20,1624377.3333333335,1470963.7514114117,2914533.0,22556.0,TCP_FIN,Virut,INFECTED,0.98634666,MALICIOUS
17738,147.32.84.160-212.117.171.138-2051-65500-6,147.32.84.160,2051,212.117.171.138,65500,TCP,15/08/2011 09:25:52 PM,45866017,15,5,24.0,28.0,10.0,0.0,1.6,3.480558247506528,23.0,0.0,5.6,9.864076236526156,1.1337369887601096,0.4360526879846575,2414000.8947368423,7160143.26334905,27038758.0,5.0,45866017.0,3276144.071428572,8265381.763444039,27038758.0,5.0,18695051.0,4673762.75,8474661.758695206,17363469.0,21787.0,0,0,0,0,316,108,0.3270395159884932,0.1090131719961643,0.0,23.0,2.476190476190476,5.591234636634807,31.26190476190476,1,3,0,7,18,0,0,0,0.0,2.6,1.6,5.6,0,0,0,0,0,0,0,1,0,1,64240,5840,4,20,731889.5,1002859.1421652894,1441018.0,22761.0,TCP_FIN,Virut,INFECTED,0.99474394,MALICIOUS
17744,147.32.84.160-212.117.171.138-2062-65500-6,147.32.84.160,2062,212.117.171.138,65500,TCP,15/08/2011 09:26:14 PM,56048586,43,26,1794.0,1448.0,422.0,0.0,41.72093023255815,96.10493411380516,1191.0,0.0,55.69230769230769,232.078567598263,57.84267242709745,1.2310747678808525,824243.9117647058,3951731.555413243,29977248.0,5.0,56048586.0,1334490.142857143,4995330.650517426,29999929.0,5.0,26048857.0,1041954.2799999998,2677437.220504503,10919882.0,15740.0,0,0,0,0,876,528,0.7671915220127052,0.4638832458681473,0.0,1191.0,46.31428571428573,158.7893092134886,25214.04472049689,1,3,0,39,67,0,0,0,0.0,46.98550724637681,41.72093023255814,55.69230769230769,0,0,0,3086,32,1313,0,26,0,20,64240,7504,26,20,742289.25,1096462.1148446412,2372827.0,22520.0,TCP_FIN,Virut,INFECTED,0.97728795,MALICIOUS
17750,147.32.84.160-212.117.171.138-2084-65500-6,147.32.84.160,2084,212.117.171.138,65500,TCP,15/08/2011 09:26:43 PM,40337204,248,88,312578.0,1402.0,1460.0,0.0,1260.3951612903222,416.6826541967831,933.0,0.0,15.931818181818178,105.65502261394283,7783.881103905962,8.329779128964914,120409.56417910436,1602778.5113142373,28106840.0,6.0,40076036.0,162251.15789473685,1872836.123019636,28218005.0,6.0,40314954.0,463390.2758620688,3139433.292736963,28107099.0,166.0,0,0,0,0,4976,1768,6.148170309474103,2.1816088194908105,0.0,1460.0,931.6913946587536,657.6429907547275,432494.3032888226,1,3,0,52,334,0,0,0,0.0,934.4642857142856,1260.395161290323,15.931818181818182,0,0,0,156990,122,96245,0,930,0,4,64240,65535,238,20,267078.5,345873.5038428067,511648.0,22509.0,TCP_FIN,Virut,INFECTED,0.9340805,MALICIOUS
17768,147.32.84.160-212.117.171.138-2127-65500-6,147.32.84.160,2127,212.117.171.138,65500,TCP,15/08/2011 09:28:06 PM,22884701,34,12,15724.0,1819.0,1460.0,0.0,462.4705882352941,669.1060628563745,1370.0,0.0,151.58333333333331,394.5198366560945,766.5820060310161,2.0100765135624887,508548.911111111,1864433.730977364,10279258.0,5.0,22884701.0,693475.7878787878,2165969.6421118006,10279258.0,5.0,22291818.0,2026528.909090909,3538930.2991991933,10480036.0,14629.0,0,0,0,0,696,248,1.4857087274157526,0.5243677861467362,0.0,1460.0,373.25531914893617,616.5454413269889,380128.2812210915,1,3,0,15,44,0,0,0,0.0,381.3695652173913,462.4705882352941,151.58333333333334,0,0,0,17513,20,12605,0,341,0,39,64240,14600,19,20,2516652.5,3527197.824089329,5010758.0,22547.0,TCP_FIN,Virut,INFECTED,0.986127,MALICIOUS
17840,147.32.84.160-212.117.171.138-2249-65500-6,147.32.84.160,2249,212.117.171.138,65500,TCP,15/08/2011 09:30:15 PM,20386098,26,8,13836.0,2410.0,1460.0,0.0,532.1538461538461,700.6657229982178,2371.0,0.0,301.25,836.3869149075513,796.9156235783817,1.667803225511817,617760.5454545454,2341281.2328271125,11580648.0,5.0,20386098.0,815443.92,2673261.6411000304,11580648.0,5.0,20363473.0,2909067.571428572,4760163.65660229,11762972.0,16479.0,0,0,0,0,536,168,1.2753789371560953,0.3924242883557216,0.0,2371.0,464.1714285714286,721.88635596219,521119.9109243697,1,3,0,9,32,0,0,0,0.0,477.8235294117647,532.1538461538462,301.25,0,0,0,16203,13,29984,0,406,0,70,64240,14600,14,20,477055.0,391901.2055505826,754171.0,199939.0,TCP_FIN,Virut,INFECTED,0.9285834,MALICIOUS
17882,147.32.84.160-212.117.171.138-2332-65500-6,147.32.84.160,2332,212.117.171.138,65500,TCP,15/08/2011 09:32:58 PM,16815108,27,10,8452.0,958.0,1460.0,0.0,313.03703703703707,576.7057296191,629.0,0.0,95.8,199.127987876028,559.6157931307964,2.200402162150847,467086.33333333343,1638511.1466073096,7123741.0,7.0,16815108.0,646734.923076923,1932139.0125190252,7287222.0,7.0,16626499.0,1847388.7777777775,3052184.4123829897,7211489.0,10361.0,0,0,0,0,556,208,1.6056988750830503,0.5947032870677965,0.0,1460.0,247.6315789473684,504.3472324378412,254366.13086770984,1,3,0,16,35,0,0,0,0.0,254.32432432432432,313.037037037037,95.8,0,0,0,9392,15,12011,0,228,0,25,64240,11680,14,20,193488.5,241668.59171290757,364374.0,22603.0,TCP_FIN,Virut,INFECTED,0.9834245,MALICIOUS
17905,147.32.84.160-212.117.171.138-2350-65500-6,147.32.84.160,2350,212.117.171.138,65500,TCP,15/08/2011 09:33:21 PM,31245337,79,49,2300.0,4024.0,422.0,0.0,29.113924050632907,72.58187019193059,1418.0,0.0,82.12244897959184,289.1781913639827,202.39820104996787,4.096611279948749,246026.27559055103,1341046.715934418,12458419.0,3.0,31245337.0,400581.2435897436,1715951.3695470043,12607823.0,3.0,31103690.0,647993.5416666667,2159384.603752623,12458419.0,4563.0,0,0,0,0,1596,988,2.5283772743433683,1.5682340056053805,0.0,1418.0,49.02325581395348,187.7553871196293,35252.08539244186,1,3,0,75,126,0,0,0,0.0,49.40625,29.11392405063291,82.12244897959184,0,0,0,3148,35,1181,0,17,0,31,64240,7504,48,20,3850894.5,1918324.8359233895,5207355.0,2494434.0,TCP_FIN,Virut,INFECTED,0.9921497,MALICIOUS
17940,147.32.84.160-212.117.171.138-2393-65500-6,147.32.84.160,2393,212.117.171.138,65500,TCP,15/08/2011 09:34:02 PM,46378374,47,26,1794.0,1695.0,422.0,0.0,38.170212765957466,92.58235326945557,1466.0,0.0,65.19230769230771,286.0321687126494,75.2290280810621,1.574009472604624,644144.0833333334,3647252.1598041984,29977742.0,2.0,46378374.0,1008225.52173913,4544790.361801686,30000162.0,2.0,16377856.0,655114.24,1703399.6823525024,6818652.0,656.0,0,0,0,0,956,528,1.01340335907421,0.560606113530414,0.0,1466.0,47.148648648648646,183.35254479575767,33618.15568308034,1,3,0,39,71,0,0,0,0.0,47.7945205479452,38.17021276595744,65.1923076923077,0,0,0,3333,32,1462,0,24,0,23,64240,7504,26,20,1470669.6666666667,1153174.0254221535,2301813.0,154148.0,TCP_FIN,Virut,INFECTED,0.98724186,MALICIOUS
17955,147.32.84.160-212.117.171.138-2433-65500-6,147.32.84.160,2433,212.117.171.138,65500,TCP,15/08/2011 09:34:38 PM,44481117,89,53,2220.0,4420.0,422.0,0.0,24.943820224719104,68.59273078875212,1381.0,0.0,83.39622641509436,303.6355570810964,149.27682683867857,3.192365875164511,315468.91489361704,2031136.3996562848,21478967.0,3.0,44481117.0,505467.23863636376,2578266.280602707,21667395.0,3.0,44340167.0,852695.5192307691,3313293.4477245584,21478967.0,3533.0,0,0,0,0,1796,1068,2.000849034434095,1.191516840730416,0.0,1381.0,46.43356643356641,193.6277305044129,37491.698020289565,1,3,0,78,140,0,0,0,0.0,46.76056338028169,24.9438202247191,83.39622641509433,0,0,0,3296,35,1163,0,15,0,31,64240,7504,50,20,4691304.5,2666729.4815583564,6576967.0,2805642.0,TCP_FIN,Virut,INFECTED,0.98408103,MALICIOUS
17962,147.32.84.160-212.117.171.138-2458-65500-6,147.32.84.160,2458,212.117.171.138,65500,TCP,15/08/2011 09:35:04 PM,37854788,15,5,24.0,33.0,10.0,0.0,1.6,3.480558247506528,28.0,0.0,6.6,12.074767078498864,1.505754040941928,0.528334751207694,1992357.263157895,6551869.749927452,27940775.0,6.0,37854788.0,2703913.4285714286,7575857.397334689,27940775.0,6.0,9735145.0,2433786.25,3955482.046803008,8310596.0,21787.0,0,0,0,0,316,108,0.3962510634057705,0.1320836878019235,0.0,28.0,2.714285714285714,6.535616704970213,42.71428571428571,1,3,0,7,18,0,0,0,0.0,2.85,1.6,6.6,0,0,0,0,0,0,0,1,0,1,64240,5840,4,20,900821.0,991479.6727356542,1601903.0,199739.0,TCP_FIN,Virut,INFECTED,0.99346006,MALICIOUS
17967,147.32.84.160-212.117.171.138-2473-65500-6,147.32.84.160,2473,212.117.171.138,65500,TCP,15/08/2011 09:35:25 PM,22357516,83,55,2276.0,4422.0,422.0,0.0,27.421686746987945,70.51934875152845,1520.0,0.0,80.4,292.0373263814062,299.5860541931402,6.172420943364191,163193.54744525545,915048.474094309,9013459.0,5.0,22357516.0,272652.6341463416,1184660.2843334351,9013459.0,5.0,22215680.0,411401.4814814813,1458256.0660618104,9213253.0,15677.0,0,0,0,0,1676,1108,3.712398103617593,2.460022839746598,0.0,1520.0,48.18705035971224,192.39906325457144,37017.39954123658,1,3,0,84,136,0,0,0,0.0,48.53623188405797,27.42168674698795,80.4,0,0,0,3346,41,997,0,16,0,32,64240,7504,54,20,1957331.5,1776530.1273056136,3213528.0,701135.0,TCP_FIN,Virut,INFECTED,0.99571425,MALICIOUS
17977,147.32.84.160-212.117.171.138-2479-65500-6,147.32.84.160,2479,212.117.171.138,65500,TCP,15/08/2011 09:35:35 PM,41009330,49,29,1850.0,1688.0,422.0,0.0,37.75510204081633,90.56570603072412,1420.0,0.0,58.20689655172414,262.22133226264424,86.2730505472779,1.9020062020033004,532588.7012987012,3462823.0337451515,29976926.0,6.0,41009330.0,854361.0416666667,4375773.318035252,29999527.0,6.0,11009775.0,393206.25,1110703.1460655113,5809820.0,15498.0,0,0,0,0,996,588,1.1948500499764323,0.7071561520268681,0.0,1420.0,44.78481012658227,172.78396700356527,29854.29925348913,1,3,0,45,76,0,0,0,0.0,45.35897435897436,37.755102040816325,58.206896551724135,0,0,0,3382,38,1261,0,23,0,21,64240,7504,30,20,2711325.5,2422132.7606645552,4424032.0,998619.0,TCP_FIN,Virut,INFECTED,0.9849568,MALICIOUS
17992,147.32.84.160-212.117.171.138-2493-65500-6,147.32.84.160,2493,212.117.171.138,65500,TCP,15/08/2011 09:35:55 PM,42117650,55,30,1850.0,1278.0,422.0,0.0,33.63636363636363,86.20848193131785,1011.0,0.0,42.6,183.33549424013853,74.2681512382576,2.018156283648304,501400.5952380953,3337166.9968880126,29976714.0,4.0,42117650.0,779956.4814814815,4153532.164753648,29999158.0,4.0,12117609.0,417848.5862068966,1272242.2853271845,6724154.0,5308.0,0,0,0,0,1116,608,1.3058658305959616,0.7122904530523427,0.0,1011.0,36.372093023255815,127.37005341192234,16223.130506155949,1,3,0,45,83,0,0,0,0.0,36.8,33.63636363636363,42.6,0,0,0,2972,38,1106,0,21,0,15,64240,7504,30,20,2806333.0,138105.0254335446,2903988.0,2708678.0,TCP_FIN,Virut,INFECTED,0.97103554,MALICIOUS
