,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Fwd Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min
198036,8912417,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782483.4,2647849.9168148297,5907975.0,9.0,8912417.0,1782483.4,2647849.9168148297,5907975.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198061,8966390,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793278.0,2681953.451475901,6008453.0,9.0,8966390.0,1793278.0,2681953.451475901,6008453.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198064,8967007,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793401.4,2682080.729814504,6008666.0,9.0,8967007.0,1793401.4,2682080.729814504,6008666.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198086,9012703,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802540.6,2686936.4959985195,6008024.0,9.0,9012703.0,1802540.6,2686936.4959985195,6008024.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198113,8966038,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793207.6,2682000.764345212,6008744.0,6.0,8966038.0,1793207.6,2682000.764345212,6008744.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198129,3004562,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001520.6666666667,1734666.492963513,3004541.0,10.0,3004562.0,1001520.6666666667,1734666.492963513,3004541.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,112,0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198144,152609791,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30521958.2,58229827.41581904,134652928.0,3008130.0,152609791.0,30521958.2,58229827.41581904,134652928.0,3008130.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198149,8966698,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793339.6,2682188.553508366,6009166.0,10.0,8966698.0,1793339.6,2682188.553508366,6009166.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198154,9012795,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802559.0,2687030.3435327075,6008325.0,10.0,9012795.0,1802559.0,2687030.3435327075,6008325.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198165,9012852,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802570.4,2687127.2752648504,6008645.0,8.0,9012852.0,1802570.4,2687127.2752648504,6008645.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198206,8913404,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782680.8,2648164.4794433,5908705.0,7.0,8913404.0,1782680.8,2648164.4794433,5908705.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198236,9013227,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802645.4,2687166.687111222,6008639.0,9.0,9013227.0,1802645.4,2687166.687111222,6008639.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198277,9002030,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800406.0,2686051.5051264376,6009111.0,9.0,9002030.0,1800406.0,2686051.5051264376,6009111.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198282,9013118,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802623.6,2687197.2638636525,6008794.0,9.0,9013118.0,1802623.6,2687197.2638636525,6008794.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198284,9012696,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802539.2,2687191.4689562414,6008938.0,8.0,9012696.0,1802539.2,2687191.4689562414,6008938.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198290,9011440,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802288.0,2686965.575819776,6008625.0,0.0,9011440.0,1802288.0,2686965.575819776,6008625.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198293,8966827,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793365.4,2682006.310181764,6008473.0,10.0,8966827.0,1793365.4,2682006.310181764,6008473.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198294,9013090,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802618.0,2687107.76881827,6008480.0,3.0,9013090.0,1802618.0,2687107.76881827,6008480.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198317,8912346,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782469.2,2676068.0805762773,6008019.0,3.0,8912346.0,1782469.2,2676068.0805762773,6008019.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198348,9012796,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802559.2,2686991.8889719783,6008183.0,9.0,9012796.0,1802559.2,2686991.8889719783,6008183.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198353,9013262,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802652.4,2687182.6186834234,6008681.0,9.0,9013262.0,1802652.4,2687182.6186834234,6008681.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198390,8867218,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1773443.6,2642886.864795635,5908619.0,9.0,8867218.0,1773443.6,2642886.864795635,5908619.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198397,9012521,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802504.2,2687012.564377156,6008369.0,9.0,9012521.0,1802504.2,2687012.564377156,6008369.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198484,9012906,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802581.2,2687143.6543219457,6008676.0,4.0,9012906.0,1802581.2,2687143.6543219457,6008676.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198493,8929262,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785852.4,2678065.494752378,6008781.0,10.0,8929262.0,1785852.4,2678065.494752378,6008781.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198498,282609736,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35326217.0,57398783.88888335,138057702.0,2900185.0,282609736.0,35326217.0,57398783.88888335,138057702.0,2900185.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,252,0,0.0,0.0,0.0,0.0,0.0,0,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198527,3004314,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001438.0,1734526.7741989456,3004297.0,7.0,3004314.0,1001438.0,1734526.7741989456,3004297.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,112,0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198561,9013131,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802626.2,2687289.289183564,6009115.0,9.0,9013131.0,1802626.2,2687289.289183564,6009115.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198578,9012700,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802540.0,2687128.7331900382,6008707.0,6.0,9012700.0,1802540.0,2687128.7331900382,6008707.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198602,9040848,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1808169.6,2695933.259385384,6028952.0,3.0,9040848.0,1808169.6,2695933.259385384,6028952.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198661,156101401,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31220280.2,59728982.228807874,138035378.0,3014386.0,156101401.0,31220280.2,59728982.228807874,138035378.0,3014386.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198662,9012569,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802513.8,2687053.1503188955,6008494.0,9.0,9012569.0,1802513.8,2687053.1503188955,6008494.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198693,474000988,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59250123.5,111011872.57263143,307954228.0,2851278.0,474000988.0,59250123.5,111011872.57263143,307954228.0,2851278.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,252,0,0.0,0.0,0.0,0.0,0.0,0,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198730,3004465,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001488.3333333333,1734610.489987978,3004444.0,9.0,3004465.0,1001488.3333333333,1734610.489987978,3004444.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,112,0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198767,8966168,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793233.6,2681813.6220756094,6008046.0,9.0,8966168.0,1793233.6,2681813.6220756094,6008046.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198781,9012750,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802550.0,2687190.793627706,6008913.0,6.0,9012750.0,1802550.0,2687190.793627706,6008913.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198783,8964771,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1792954.2,2681630.6843137816,6007934.0,8.0,8964771.0,1792954.2,2681630.6843137816,6007934.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198816,8913205,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782641.0,2648243.23551246,5909078.0,7.0,8913205.0,1782641.0,2648243.23551246,5909078.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198824,9013035,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802607.0,2687108.3260186967,6008503.0,6.0,9013035.0,1802607.0,2687108.3260186967,6008503.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198893,8950492,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1790098.4,2680212.544640872,6008359.0,6.0,8950492.0,1790098.4,2680212.544640872,6008359.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198938,9012697,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802539.4,2687004.8526964555,6008259.0,5.0,9012697.0,1802539.4,2687004.8526964555,6008259.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
198995,135662155,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27132431.0,50629205.42087448,117659047.0,2925114.0,135662155.0,27132431.0,50629205.42087448,117659047.0,2925114.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
199063,9012321,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802464.2,2686939.8920144644,6008190.0,9.0,9012321.0,1802464.2,2686939.8920144644,6008190.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
199065,135647656,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27129531.2,50594462.83211851,117595673.0,3008326.0,135647656.0,27129531.2,50594462.83211851,117595673.0,3008326.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
199159,9013184,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802636.8,2687351.6875423472,6009316.0,9.0,9013184.0,1802636.8,2687351.6875423472,6009316.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
199171,9013203,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802640.6,2687142.7630542447,6008561.0,8.0,9013203.0,1802640.6,2687142.7630542447,6008561.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
199173,3004648,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001549.3333333333,1734717.011111995,3004628.0,10.0,3004648.0,1001549.3333333333,1734717.011111995,3004628.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,112,0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
199184,9013515,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802703.0,2687368.831001431,6009246.0,9.0,9013515.0,1802703.0,2687368.831001431,6009246.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
199191,8903693,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1780738.6,2675316.0752580804,6008559.0,9.0,8903693.0,1780738.6,2675316.0752580804,6008559.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
199207,8912969,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782593.8,2648140.116775677,5908795.0,5.0,8912969.0,1782593.8,2648140.116775677,5908795.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
199210,9047017,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1809403.4,2681668.3452706826,6008929.0,9.0,9047017.0,1809403.4,2681668.3452706826,6008929.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
199239,137853342,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27570668.4,51576894.17224146,119794918.0,3008055.0,137853342.0,27570668.4,51576894.17224146,119794918.0,3008055.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
199256,9012897,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802579.4,2687220.083000702,6008961.0,9.0,9012897.0,1802579.4,2687220.083000702,6008961.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
199268,9013027,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802605.4,2686949.827525684,6007941.0,9.0,9013027.0,1802605.4,2686949.827525684,6007941.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
199312,9048234,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1809646.8,2668669.295359618,6009155.0,11.0,9048234.0,1809646.8,2668669.295359618,6009155.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
199327,9013214,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802642.8,2687081.6747148195,6008337.0,9.0,9013214.0,1802642.8,2687081.6747148195,6008337.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
199356,156086222,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31217244.4,59797897.807503365,138153911.0,2984774.0,156086222.0,31217244.4,59797897.807503365,138153911.0,2984774.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
199372,2998230,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999410.0,1731010.7110590043,2998209.0,10.0,2998230.0,999410.0,1731010.7110590043,2998209.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,112,0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
199399,8866901,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1773380.2,2671619.0514455275,6008851.0,9.0,8866901.0,1773380.2,2671619.0514455275,6008851.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
199400,282249860,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56449972.0,116352102.63401322,264568670.0,2755953.0,282249860.0,56449972.0,116352102.63401322,264568670.0,2755953.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
199404,9012311,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802462.2,2642913.688230132,5929052.0,6.0,9012311.0,1802462.2,2642913.688230132,5929052.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
